"","OBJECTID","ID","Shape_Length","Shape_Area","Fate","Source","Recruit","Species","Site","Plot_ID","Year","Month","Date","Time","Survey_times","size_class","pa_ratio","Circle_Length","circ","pure_size","size_class_pa","size_class_circ","sa_change","change_rate","rate_ad"
"120",18,27,0.434998809,0.00961963,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",45.2199106410538,0.347683528158882,0.799274666885081,"M","IA","CA",0.00107059,1.11129222225803,1.4817229630107
"121",8,26,0.452683884,0.008049394,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",56.2382564451436,0.318043500523119,0.702573057633125,"M","IA","IA",0.002073491,1.2575959134315,1.67679455124199
"122",2,25,0.378680584,0.007571368,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",50.014816873252,0.308455209626454,0.814552482116309,"M","IA","CA",0.003540626,1.46763359012532,1.95684478683377
"123",3,22,0.408551052,0.010686285,"S",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",38.2313453178537,0.366453022638192,0.896957726199153,"M","CA","CA",-0.001436334,0.865590895245635,1.15412119366085
"124",6,19,0.710943418,0.022458729,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",31.6555499645594,0.531248258483222,0.7472440774228,"L","CA","IA",0.002184395,1.09726262781834,1.46301683709112
"125",1,18,0.377804982,0.007929656,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",47.6445613781985,0.315669124464806,0.835534573402755,"M","IA","CA",0.001754358,1.22124011432526,1.62832015243368
"126",41,68,1.157798342,0.03305,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",35.0317198789713,0.644452130731656,0.556618633274615,"L","CA","IA",-0.00196,0.940695915279879,0.752556732223903
"127",53,56,0.397684325,0.01036,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",38.3865178571429,0.360815187547255,0.907290443361717,"M","CA","CA",0.00149,1.14382239382239,0.915057915057915
"128",47,47,0.243754453,0.002039,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"J",119.546077979402,0.160071326859867,0.656690882524583,"J","J","J",0.002591,2.27072094163806,1.81657675331045
"129",46,46,0.780366103,0.02093,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",37.2845725274725,0.512849039151423,0.657190307446533,"L","CA","IA",0.01143,1.5461060678452,1.23688485427616
"130",42,42,0.804372485,0.01636,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",49.1670223105135,0.453415728940799,0.563688760364297,"L","IA","IA",0.01359,1.83068459657702,1.46454767726161
"131",40,41,0.318415003,0.0044,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",72.3670461363636,0.235142575266965,0.73847831619594,"M","IA","IA",-5.99999999999993e-06,0.998636363636364,0.798909090909091
"132",39,40,0.281527662,0.003238,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",86.944923409512,0.201717396496423,0.716510040482,"M","IA","IA",-0.000783,0.758184064237184,0.606547251389747
"133",36,38,0.407247987,0.003866,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",105.340917485773,0.220412315434307,0.541223830369252,"M","IA","IA",0.003062,1.79203310915675,1.4336264873254
"134",35,37,0.699530396,0.02033,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",34.4087750122971,0.505444670156806,0.722548545491375,"L","CA","IA",-0.016761,0.17555336940482,0.140442695523856
"135",33,35,0.280719911,0.004273,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",65.6962113269366,0.231724193029465,0.825464044228288,"M","IA","CA",0.004247,1.99391528200328,1.59513222560262
"136",32,34,0.357300569,0.007183,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",49.7425266601698,0.30044007742467,0.840860898334227,"M","IA","CA",-0.004523,0.370318808297369,0.296255046637895
"137",30,32,0.468916775,0.01,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",46.8916775,0.354490770181103,0.755978009490284,"M","IA","IA",0.00116,1.116,0.8928
"138",29,31,0.397472904,0.007542,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",52.7012601431981,0.307856406744276,0.774534323336606,"M","IA","IA",5.69999999999998e-05,1.00755767700875,0.806046141607001
"139",28,30,0.460778067,0.008094,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",56.9283502594514,0.318923507682678,0.692141250904371,"M","IA","IA",-0.000237000000000001,0.970719051148999,0.776575240919199
"140",25,29,0.858733166,0.02503,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",34.3081568517779,0.560835320283423,0.65309614498274,"L","CA","IA",0.00212,1.08469836196564,0.867758689572513
"141",26,28,0.418824312,0.01007,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",41.5912921549156,0.35572932418708,0.84935213643252,"M","CA","CA",-0.000899,0.910724925521351,0.728579940417081
"142",24,27,0.394395693,0.008087,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",48.7690976876468,0.318785569244159,0.808288667706519,"M","IA","CA",-0.000283,0.965005564486212,0.77200445158897
"143",23,26,0.61488385,0.01453,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",42.3182278045423,0.427304768317227,0.694935748137192,"L","CA","IA",0.00292,1.20096352374398,0.960770818995182
"144",22,25,0.633039554,0.01858,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",34.0710201291712,0.483200958209722,0.763302948696507,"L","CA","IA",0.00316,1.17007534983854,0.936060279870829
"145",21,24,0.393957814,0.006649,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",59.2506864190104,0.289056738746693,0.733725105771587,"M","IA","IA",0.001547,1.23266656640096,0.98613325312077
"146",20,23,0.516049793,0.01066,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",48.4099242964353,0.366002063859029,0.709237885226764,"M","IA","IA",0.00299,1.28048780487805,1.02439024390244
"147",19,22,0.867550538,0.02121,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",40.9029013672796,0.516268070609212,0.595087027205799,"L","CA","IA",-0.00671,0.683639792550684,0.546911834040547
"148",18,21,0.453772105,0.009973,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",45.5000606637922,0.354011884174817,0.780153474120709,"M","IA","IA",0.003907,1.39175774591397,1.11340619673117
"149",17,20,0.578941648,0.01664,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",34.7921663461538,0.457279353374867,0.789853960160882,"L","CA","IA",-9.99999999999994e-05,0.993990384615385,0.795192307692308
"150",16,19,0.564838042,0.01549,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",36.4646896061975,0.441195059827763,0.781100115469495,"L","CA","IA",-0.00013,0.991607488702389,0.793285990961911
"151",15,18,0.587330225,0.01256,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",46.761960589172,0.397282789605026,0.676421496280097,"L","IA","IA",-0.00778,0.380573248407643,0.304458598726115
"152",14,17,0.575750159,0.0144,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",39.9826499305556,0.425388924217324,0.73884291227321,"L","CA","IA",-0.007943,0.448402777777778,0.358722222222222
"153",12,16,0.506925752,0.01489,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",34.0447113498993,0.432565900699313,0.853312144811521,"L","CA","CA",-0.00259,0.826057756883815,0.660846205507052
"154",11,14,0.458872522,0.01048,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",43.7855459923664,0.36289883444079,0.790848911281705,"M","IA","IA",-0.001242,0.881488549618321,0.705190839694656
"155",10,13,0.623922258,0.01754,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",35.5713944127708,0.469482843750291,0.752470099808958,"L","CA","IA",-0.00653,0.627708095781072,0.502166476624857
"156",37,12,0.581566008,0.007279,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",79.8964154416816,0.302441087985612,0.520046020271548,"M","IA","IA",0.003731,1.51257040802308,1.21005632641846
"157",9,11,0.382895416,0.005304,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",72.1899351432881,0.258170543901819,0.674258643780209,"M","IA","IA",0.006056,2.14177978883861,1.71342383107089
"158",51,9,0.907904431,0.02003,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",45.3272307039441,0.501701508275204,0.552592862359545,"L","IA","IA",-0.014287,0.28671992011982,0.229375936095856
"159",7,8,0.587391098,0.01531,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",38.3664988896146,0.438624137623363,0.746732694991171,"L","CA","IA",-0.007865,0.486283474853037,0.38902677988243
"160",6,7,0.447140287,0.0113,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",39.5699369026549,0.376828857629374,0.842753087979687,"M","CA","CA",0.00433,1.38318584070796,1.10654867256637
"161",5,6,0.310774136,0.00514,"G",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",60.4618941634241,0.254147880097014,0.817789676348787,"M","IA","CA",0.00566,2.1011673151751,1.68093385214008
"162",0,1,0.739436606,0.02441,"S",NA,"N","PA","OL","M2",2020,10,"10/12/2020",14:21:00,1,"A",30.2923640311348,0.553845742690605,0.749010446867983,"L","CA","IA",-0.01032,0.577222449815649,0.461777959852519
"163",26,66,0.438323719,0.007233,"G","39","N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",60.6005418222038,0.301483927687132,0.687811119085554,"M","IA","IA",0.000808161,1.11173247615097,1.21279906489197
"164",3,65,0.538355609,0.01326,"S","4+43","N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",40.5999705128205,0.408203471747121,0.758241327707837,"L","CA","IA",-0.010404884,0.215317948717949,0.234892307692308
"165",43,63,0.360551452,0.005532,"G",NA,"Y","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",65.1756059291396,0.26366107456095,0.73127170365951,"M","IA","IA",0.003545636,1.6409320318149,1.79010767107079
"166",41,57,0.15084319,0.001445,"G",NA,"Y","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"J",104.389750865052,0.134753128118604,0.893332527100523,"J","J","J",0.003384278,3.34206089965398,3.64588461780434
"167",35,56,0.437519003,0.01185,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",36.9214348523207,0.385890517867641,0.88199715948713,"L","CA","CA",0.000426991,1.03603299578059,1.13021781357883
"168",40,46,0.817719301,0.03236,"S",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",25.2694468788628,0.637689386049872,0.779838980527955,"L","CA","IA",-0.002707246,0.916339740420272,0.999643353185751
"169",30,40,0.344964875,0.002455,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"J",140.515224032587,0.175642932844597,0.509161788847625,"J","J","J",0.004765737,2.94123706720978,3.20862225513794
"170",11,38,0.470723183,0.006928,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",67.9450321882217,0.295059003618396,0.626820633175391,"M","IA","IA",0.002822004,1.4073331408776,1.53527251732102
"171",25,35,0.40927368,0.00852,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",48.0368169014085,0.327208614853491,0.799486091686841,"M","IA","CA",0.002115297,1.24827429577465,1.36175377720871
"172",24,34,0.201104683,0.00266,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"J",75.6032642857143,0.182829280571235,0.909124928588735,"J","J","J",0.004829977,2.81578082706767,3.07176090225564
"173",23,32,0.595870672,0.01116,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",53.393429390681,0.374487244183628,0.628470676240344,"M","IA","IA",0.005023048,1.45009390681004,1.58192062561095
"174",34,31,0.418933194,0.007599,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",55.1300426371891,0.309017556618577,0.7376296771045,"M","IA","IA",0.003322341,1.43720765890249,1.5678629006209
"175",37,30,0.384007709,0.007857,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",48.874597047219,0.314219626880658,0.818263851262054,"M","IA","CA",0.00556159,1.70785159730177,1.86311083342011
"176",32,29,0.999427599,0.02715,"S",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",36.8113296132597,0.584103554329069,0.584438087274663,"L","CA","IA",-0.012617235,0.53527679558011,0.58393832245103
"177",31,27,0.439143591,0.007804,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",56.2716031522296,0.313158037218365,0.71311079937488,"M","IA","IA",0.003908549,1.50083918503332,1.63727911094544
"178",9,25,0.798164279,0.02174,"S",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",36.7140882704692,0.522678579201567,0.654850878388616,"L","CA","IA",-0.009215898,0.576085648574057,0.628457071171699
"179",10,24,0.524913217,0.008196,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",64.0450484382626,0.320926741726656,0.611390095225314,"M","IA","IA",0.004740694,1.57841556857003,1.72190789298549
"180",7,23,0.52362451,0.01365,"S",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",38.36076996337,0.414162961750568,0.790954116625611,"L","CA","IA",-0.002106301,0.845692234432234,0.922573346653347
"181",12,21,0.681162163,0.01388,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",49.0750837896254,0.417637670867111,0.613125175696394,"L","IA","IA",0.00180244,1.12985878962536,1.23257322504585
"182",18,20,0.776608348,0.01654,"S",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",46.953346311971,0.455903246272168,0.587043968103428,"L","IA","IA",-0.011845542,0.283824546553809,0.309626778058701
"183",16,19,0.692565613,0.01536,"S",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",45.0889070963542,0.439339791774609,0.634365587213481,"L","IA","IA",-0.000191777000000001,0.987514518229167,1.07728856534091
"184",17,17,0.427112845,0.006457,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",66.1472580145578,0.284852690099492,0.666926067511484,"M","IA","IA",0.002821391,1.43695075112281,1.56758263758852
"185",20,14,0.412165127,0.009238,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",44.6162726780689,0.340717084595783,0.826651898174255,"M","IA","CA",0.000913063,1.09883773544057,1.19873207502608
"186",19,13,0.506845276,0.01101,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",46.0349932788374,0.371962014813468,0.733876850444331,"M","IA","IA",0.002110019,1.19164568574024,1.29997711171662
"187",13,11,0.458427617,0.01136,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",40.35454375,0.377827963733655,0.824182378466206,"M","CA","CA",0.00139818,1.12307922535211,1.22517733674776
"188",4,9,0.312617039,0.005743,"S",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",54.4344487201811,0.26864226480259,0.859333405696385,"M","IA","CA",-0.00039071,0.931967612745952,1.0166919411774
"189",6,8,0.346044295,0.007445,"S",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",46.4800933512424,0.305870281694551,0.883904997464417,"M","IA","CA",-0.000602477000000001,0.919076292813969,1.00262868306978
"190",5,7,0.590134336,0.01563,"S",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",37.7565154190659,0.44318435520947,0.750988932813884,"L","CA","IA",-0.000517339000000002,0.966900895713372,1.05480097714186
"191",2,6,0.445656303,0.0108,"G",NA,"N","PA","OL","M2",2022,1,"1/18/2022",16:36:00,2,"A",41.2644725,0.368397614860736,0.826640647469393,"M","CA","CA",0.002120638,1.19635537037037,1.30511494949495
"192",139,210,0.735847525,0.015223892,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",48.3350463206124,0.437388921973314,0.594401567054688,"L","IA","IA",-0.00137178,0.909892949844889,0.606595299896592
"193",128,174,0.134594505,0.001208857,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"J",111.340303278221,0.123251552046059,0.915724992235448,"J","J","J",-0.000204996,0.83042162968821,0.55361441979214
"194",145,157,0.550972574,0.005792527,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",95.1178257779377,0.269798148762519,0.489676186246103,"M","IA","IA",-0.004408932,0.238858619044849,0.159239079363233
"195",138,156,0.425493169,0.005457949,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",77.9584362184403,0.261890454060989,0.615498609945931,"M","IA","IA",0.000752511999999999,1.13787450194203,0.758583001294686
"196",126,122,0.215042727,0.002393471,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"J",89.845553591416,0.173427920591584,0.806481218923457,"J","J","J",0.002485595,2.03848970804326,1.3589931386955
"197",124,119,0.276058523,0.004497966,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",61.3740795283913,0.237745889063905,0.861215536764663,"M","IA","CA",0.001777253,1.39512370702669,0.930082471351125
"198",152,118,0.172593482,0.001432699,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"J",120.467371024898,0.134178338836124,0.777424137234361,"J","J","J",-0.000669157,0.532939577678214,0.355293051785476
"199",123,116,0.152329232,0.001510829,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"J",100.824932537038,0.137788378134448,0.904543247053514,"J","J","J",-0.00086121,0.429975199046351,0.286650132697568
"200",140,115,0.098316402,0.000452782,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"J",217.138494904833,0.0754309380792177,0.767226388931703,"J","J","J",0.005338486,12.7904112796003,8.52694085306689
"201",121,113,0.319823102,0.006720561,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",47.5887507010204,0.290608087056104,0.908652580876113,"M","IA","CA",-7.20180000000001e-05,0.989283930314746,0.659522620209831
"202",120,107,0.183928876,0.002040676,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"J",90.1313466713971,0.160137100385351,0.870646871051129,"J","J","J",0.000189211,1.09271976541107,0.72847984360738
"203",116,100,0.353640009,0.00482724,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",73.259255599473,0.246294309484525,0.696454878453884,"M","IA","IA",0.003093434,1.64082871371633,1.09388580914422
"204",108,91,0.375173762,0.007655667,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",49.0060189399565,0.31016761407684,0.826730559257072,"M","IA","CA",0.00126237,1.16489353572981,0.776595690486538
"205",107,90,0.354715657,0.007918814,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",44.7940382234006,0.315453247804133,0.889313007697694,"M","IA","CA",0.002891425,1.36513359197476,0.910089061316505
"206",106,89,0.246878709,0.00264162,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"J",93.4573136938697,0.182196531092948,0.738000177621424,"J","J","J",0.00683391,3.58701478638108,2.39134319092072
"207",105,88,0.220508143,0.00353071,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",62.4543343973308,0.210637628148021,0.955237413377615,"M","IA","CA",0.00644818,2.82631255469863,1.88420836979909
"208",104,87,0.279474786,0.004254678,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",65.6864716906896,0.231226859583311,0.827362149168303,"M","IA","CA",0.002740755,1.64417448276932,1.09611632184621
"209",103,86,0.489338938,0.012447373,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",39.3126274917607,0.395497537657528,0.808228217590827,"L","CA","CA",0.004270088,1.34305134103397,0.895367560689312
"210",102,85,0.401381944,0.010544435,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",38.0657611337165,0.364012744459614,0.906898653267807,"M","CA","CA",0.002149271,1.20382988751887,0.802553258345911
"211",101,84,0.259167629,0.005088605,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",50.9309779399266,0.252874072099298,0.975716269331223,"M","IA","CA",0.005998516,2.17881344690735,1.45254229793824
"212",100,83,0.42624766,0.01212885,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",35.1432872860988,0.390404436739608,0.915909865029189,"L","CA","CA",0.005631208,1.46428210423907,0.976188069492711
"213",98,81,0.169374496,0.001312048,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"J",129.091691767374,0.128404366872115,0.758109218947078,"J","J","J",0.000962936,1.73391827128276,1.15594551418851
"214",97,80,0.306052487,0.006706823,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",45.6330049264756,0.290310908274057,0.948565754585936,"M","IA","CA",0.00854395,2.27391911192527,1.51594607461685
"215",94,77,0.114582784,0.000669335,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"J",171.188992059283,0.0917121130231012,0.800400460012398,"J","J","J",0.003496777,6.22425541769069,4.1495036117938
"216",90,73,0.149887659,0.001523005,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"J",98.4157366522106,0.138342492667734,0.922974537001303,"J","J","J",0.001140373,1.74876510582697,1.16584340388464
"217",87,71,0.199267448,0.002159971,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"J",92.2546867527388,0.16475131593486,0.826784894313796,"J","J","J",0.001810225,1.8380783816079,1.2253855877386
"218",86,70,0.227333065,0.003464102,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",65.6253958457343,0.20864129403822,0.917778036548356,"M","IA","CA",0.006766778,2.95340033290013,1.96893355526675
"219",85,69,0.396588036,0.011408178,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",34.7634859834761,0.378628304254422,0.954714388445196,"M","CA","CA",0.001782186,1.1562200379412,0.770813358627469
"220",83,68,0.440320989,0.010545679,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",41.7536878374546,0.364034216378165,0.826747362656757,"M","CA","CA",0.006432711,1.60998547367125,1.07332364911417
"221",82,67,0.213146114,0.003373067,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",63.1905959768958,0.20588154368244,0.965917416080316,"M","IA","CA",0.006048066,2.79304650633978,1.86203100422652
"222",66,51,0.204728317,0.002845178,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",71.9562421050634,0.189086121150711,0.923595347832174,"M","IA","CA",0.001572598,1.55272394205213,1.03514929470142
"223",65,50,0.085457872,0.000368658,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"J",231.807995486332,0.0680638895299734,0.796461319911797,"J","J","J",0.003425603,10.2920891449528,6.86139276330185
"224",64,49,0.51462655,0.01040162,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",49.4756153368418,0.361539225962731,0.702527349128666,"M","IA","IA",-0.007759805,0.25398111063469,0.169320740423126
"225",61,47,0.445122932,0.012019906,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",37.0321475059788,0.388647132429611,0.87312314079925,"L","CA","CA",-0.000513214,0.957302993883646,0.638201995922431
"226",60,46,0.297485023,0.005135441,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",57.9278435873375,0.254035144958676,0.853942636832092,"M","IA","CA",0.007123962,2.38721523623774,1.5914768241585
"227",59,45,0.402030626,0.010010956,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",40.159064329121,0.354684907065472,0.882233551693329,"M","CA","CA",-5.95029999999989e-05,0.994056212014117,0.662704141342745
"228",58,44,0.156716026,0.001615792,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"J",96.9902227514433,0.142494354652094,0.909251965412227,"J","J","J",0.006196043,4.83467859724519,3.22311906483013
"229",56,42,0.333895167,0.005373586,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",62.1363772720861,0.25985856384605,0.778263926911079,"M","IA","IA",0.007157377,2.33195542045852,1.55463694697234
"230",51,37,0.478658049,0.015237614,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",31.4129265251108,0.437585997036637,0.914193332695085,"L","CA","CA",-0.010889158,0.285376437544618,0.190250958363079
"231",50,36,0.423653705,0.011949857,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",35.4526171317364,0.387513008621123,0.914692835322006,"L","CA","CA",-0.004345406,0.636363347276875,0.424242231517917
"232",49,35,0.579440514,0.017783368,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",32.5832830991295,0.472728667482241,0.815836407811555,"L","CA","CA",-0.00834975,0.530474204886274,0.353649469924182
"233",46,32,0.257501488,0.003512209,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",73.3161061884415,0.210085030330787,0.815859480900504,"M","IA","CA",-0.001604244,0.543237888178067,0.362158592118711
"234",45,31,0.247946541,0.003598641,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",68.9000489351397,0.212654312239437,0.857661943505142,"M","IA","CA",0.001580589,1.4392183049101,0.959478869940069
"235",44,30,0.248314529,0.004710975,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",52.7097955306492,0.243310209002789,0.979846849810341,"M","IA","CA",0.001668865,1.35425044709429,0.90283363139619
"236",40,28,0.399948621,0.00876133,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",45.6493045005724,0.331810367310462,0.829632482494449,"M","IA","CA",-0.00591832,0.324495253574514,0.216330169049676
"237",148,25,0.538514523,0.017550205,"S",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",30.6842297853501,0.469619399501319,0.872064502337143,"L","CA","CA",-0.011017206,0.372246307094419,0.248164204729612
"238",35,24,0.327798984,0.0065893,"G",NA,"N","PA","OL","TY3",2020,10,"10/14/2020",14:57:00,1,"A",49.747163431624,0.287756122244509,0.877843240186825,"M","IA","CA",0.000610668999999999,1.09267585327728,0.728450568851522
